Date,Open,High,Low,Close,Volume,Adj Close
2020-01-10 17:00:00,258.04,258.13,257.43,257.76,1706020,257.76
2020-01-10 18:00:00,257.73,258.3,257.47,257.93,1247170,257.93
2020-01-10 19:00:00,257.85,258.26,257.62,258.19,2920530,258.19
2020-01-13 11:00:00,258.21,258.93,257.15,258.87,3336840,258.87
2020-01-13 12:00:00,258.89,259.4,258.1,258.46,2668700,258.46
2020-01-13 13:00:00,258.4,259.4,258.25,258.91,1509600,258.91
2020-01-13 14:00:00,258.98,259.0,258.51,258.9,1283090,258.9
2020-01-13 15:00:00,258.9,259.83,258.72,258.98,2550230,258.98
2020-01-13 16:00:00,258.92,259.42,258.5,258.72,1372490,258.72
2020-01-13 17:00:00,258.72,259.96,258.72,259.84,1491750,259.84
2020-01-13 18:00:00,259.86,261.16,259.86,260.89,5302350,260.89
2020-01-13 19:00:00,260.9,262.4,260.14,262.4,6334850,262.4
2020-01-14 11:00:00,262.58,263.22,261.15,261.92,5243690,261.92
2020-01-14 12:00:00,261.93,261.95,259.93,260.31,4815620,260.31
2020-01-14 13:00:00,260.34,261.2,260.2,260.88,2312030,260.88
2020-01-14 14:00:00,260.9,261.63,260.5,260.88,2721230,260.88
2020-01-14 15:00:00,260.9,260.92,259.04,259.55,4184610,259.55
2020-01-14 16:00:00,259.55,259.6,258.62,259.35,2451340,259.35
2020-01-14 17:00:00,259.3,259.99,258.81,259.59,2332120,259.59
2020-01-14 18:00:00,259.58,260.04,259.07,259.28,2564870,259.28
2020-01-14 19:00:00,259.25,260.0,259.05,259.05,4471620,259.05
2020-01-15 11:00:00,258.45,258.91,257.34,257.78,3818770,257.78
2020-01-15 12:00:00,257.8,258.0,256.31,257.66,4975980,257.66
2020-01-15 13:00:00,257.65,258.39,257.5,258.04,3913290,258.04
2020-01-15 14:00:00,258.04,258.48,257.18,257.58,2042880,257.58
2020-01-15 15:00:00,257.6,258.33,256.93,257.4,2184650,257.4
2020-01-15 16:00:00,257.4,257.7,256.73,256.83,2692910,256.83
2020-01-15 17:00:00,256.88,257.09,254.21,254.9,13870290,254.9
2020-01-15 18:00:00,254.9,257.46,254.55,256.79,9461090,256.79
2020-01-15 19:00:00,256.77,256.9,255.78,256.31,6368640,256.31
2020-01-16 11:00:00,257.11,259.51,257.11,258.93,8501910,258.93
2020-01-16 12:00:00,258.93,259.24,257.75,257.8,5921730,257.8
2020-01-16 13:00:00,257.76,258.23,256.55,257.14,6125160,257.14
2020-01-16 14:00:00,257.14,257.89,256.5,257.22,4314860,257.22
2020-01-16 15:00:00,257.2,257.27,256.77,257.02,2710210,257.02
2020-01-16 16:00:00,257.04,257.5,257.0,257.18,2066180,257.18
2020-01-16 17:00:00,257.18,257.2,256.12,256.2,2900300,256.2
2020-01-16 18:00:00,256.24,257.31,256.1,257.08,3414770,257.08
2020-01-16 19:00:00,257.08,257.51,256.73,257.51,4270300,257.51
2020-01-17 11:00:00,258.2,259.99,257.75,259.9,7252230,259.9
2020-01-17 12:00:00,259.85,261.25,259.45,260.9,7573050,260.9
2020-01-17 13:00:00,260.9,261.43,260.5,260.72,4012050,260.72
2020-01-17 14:00:00,260.72,261.88,260.57,261.0,4392840,261.0
2020-01-17 15:00:00,260.99,262.36,260.88,262.35,4558910,262.35
2020-01-17 16:00:00,262.35,262.82,261.71,262.32,3503850,262.32
2020-01-17 17:00:00,262.32,262.8,261.81,262.1,3569190,262.1
2020-01-17 18:00:00,262.07,262.77,261.89,262.7,4484210,262.7
2020-01-17 19:00:00,262.7,262.77,262.01,262.5,5545010,262.5
2020-01-20 11:00:00,263.22,263.81,261.8,262.65,5488970,262.65
2020-01-20 12:00:00,262.7,265.0,262.5,264.87,6835030,264.87
2020-01-20 13:00:00,264.88,264.97,264.0,264.62,2102460,264.62
2020-01-20 14:00:00,264.62,265.9,264.55,265.63,4262330,265.63
2020-01-20 15:00:00,265.63,266.22,265.21,265.27,2558290,265.27
2020-01-20 16:00:00,265.29,265.9,265.13,265.87,1287000,265.87
2020-01-20 17:00:00,265.9,266.1,265.38,265.59,1358070,265.59
2020-01-20 18:00:00,265.59,266.77,265.46,266.77,2080740,266.77
2020-01-20 19:00:00,266.74,266.97,266.09,266.28,3776320,266.28
2020-01-21 11:00:00,265.47,265.5,263.02,264.03,8222670,264.03
2020-01-21 12:00:00,264.06,264.78,263.7,264.7,3807560,264.7
2020-01-21 13:00:00,264.7,265.11,264.17,264.58,2313070,264.58
2020-01-21 14:00:00,264.57,264.98,264.0,264.35,1956290,264.35
2020-01-21 15:00:00,264.32,264.67,263.8,264.46,1843320,264.46
2020-01-21 16:00:00,264.46,265.32,264.44,264.8,2141540,264.8
2020-01-21 17:00:00,264.83,266.1,264.5,265.5,3017730,265.5
2020-01-21 18:00:00,265.51,268.27,265.46,267.98,7405670,267.98
2020-01-21 19:00:00,267.98,268.9,267.25,268.06,7219970,268.06
2020-01-22 11:00:00,268.63,270.8,268.39,269.93,9192840,269.93
2020-01-22 12:00:00,269.93,270.69,268.05,268.27,6427020,268.27
2020-01-22 13:00:00,268.19,268.59,266.84,268.02,5958530,268.02
2020-01-22 14:00:00,268.05,268.82,267.41,267.68,2677420,267.68
2020-01-22 15:00:00,267.68,267.69,265.5,265.51,4499580,265.51
2020-01-22 16:00:00,265.55,266.7,265.5,266.23,3092720,266.23
2020-01-22 17:00:00,266.25,266.92,265.59,266.75,2616840,266.75
2020-01-22 18:00:00,266.74,268.33,266.52,267.35,4803640,267.35
2020-01-22 19:00:00,267.35,267.45,266.54,266.54,4902330,266.54
2020-01-23 11:00:00,264.9,266.05,263.8,265.3,6946180,265.3
2020-01-23 12:00:00,265.3,266.89,265.2,266.0,5143110,266.0
2020-01-23 13:00:00,265.97,266.1,264.66,264.96,2793010,264.96
2020-01-23 14:00:00,264.92,265.25,264.25,264.9,2826710,264.9
2020-01-23 15:00:00,264.9,266.69,264.82,266.19,2870040,266.19
2020-01-23 16:00:00,266.19,266.8,266.13,266.56,2836930,266.56
2020-01-23 17:00:00,266.54,266.88,265.7,266.32,2330350,266.32
2020-01-23 18:00:00,266.32,266.34,263.1,263.5,6905600,263.5
2020-01-23 19:00:00,263.54,263.98,262.24,263.73,7832340,263.73
2020-01-24 11:00:00,264.53,265.87,264.53,265.55,3688780,265.55
2020-01-24 12:00:00,265.55,267.5,265.08,266.45,5897250,266.45
2020-01-24 13:00:00,266.47,266.69,264.51,264.73,3622920,264.73
2020-01-24 14:00:00,264.72,265.49,264.21,264.42,2387800,264.42
2020-01-24 15:00:00,264.36,266.3,264.25,266.0,3037920,266.0
2020-01-24 16:00:00,266.14,266.5,265.73,265.9,1604700,265.9
2020-01-24 17:00:00,266.02,266.39,265.43,266.2,1272850,266.2
2020-01-24 18:00:00,266.2,266.31,264.75,266.31,2736190,266.31
2020-01-24 19:00:00,266.31,266.86,265.15,265.49,2997840,265.49
2020-01-27 11:00:00,260.99,261.22,259.78,260.15,10237960,260.15
2020-01-27 12:00:00,260.15,262.1,259.92,260.34,5065340,260.34
2020-01-27 13:00:00,260.35,260.42,257.7,258.06,9669020,258.06
2020-01-27 14:00:00,258.06,258.35,256.72,257.25,6745430,257.25
2020-01-27 15:00:00,257.25,258.2,255.7,257.28,6253730,257.28
2020-01-27 16:00:00,257.34,257.96,256.52,256.85,2552320,256.85
2020-01-27 17:00:00,256.85,256.9,255.79,256.12,3474000,256.12
2020-01-27 18:00:00,256.11,257.16,256.0,256.42,4637320,256.42
2020-01-27 19:00:00,256.49,257.31,255.32,255.32,7376540,255.32
2020-01-28 11:00:00,257.05,258.84,256.71,257.14,7816460,257.14
2020-01-28 12:00:00,257.14,257.37,255.59,255.76,5979950,255.76
2020-01-28 13:00:00,255.76,256.86,254.1,256.38,8179240,256.38
2020-01-28 14:00:00,256.37,257.6,255.51,256.72,4566150,256.72
2020-01-28 15:00:00,256.7,257.51,256.01,257.45,2870820,257.45
2020-01-28 16:00:00,257.45,258.44,257.02,257.9,5024700,257.9
2020-01-28 17:00:00,257.9,258.46,257.03,257.7,3922750,257.7
2020-01-28 18:00:00,257.67,257.79,256.33,256.83,4306190,256.83
2020-01-28 19:00:00,256.83,258.0,256.45,257.7,5255100,257.7
2020-01-29 11:00:00,258.4,259.29,258.02,258.12,6050340,258.12
2020-01-29 12:00:00,258.12,260.35,257.61,259.65,8022180,259.65
2020-01-29 13:00:00,259.65,259.87,259.0,259.39,2928680,259.39
2020-01-29 14:00:00,259.32,259.95,259.1,259.75,1493160,259.75
2020-01-29 15:00:00,259.75,260.94,259.65,260.74,3462050,260.74
2020-01-29 16:00:00,260.72,260.85,259.41,259.77,2428880,259.77
2020-01-29 17:00:00,259.8,260.85,259.45,260.31,2347590,260.31
2020-01-29 18:00:00,260.31,261.57,260.25,260.48,3750330,260.48
2020-01-29 19:00:00,260.48,260.49,258.77,259.94,4437830,259.94
2020-01-30 11:00:00,257.97,258.0,256.8,257.03,6299220,257.03
2020-01-30 12:00:00,257.1,258.45,256.47,258.39,4745400,258.39
2020-01-30 13:00:00,258.35,258.69,257.66,258.0,1830850,258.0
2020-01-30 14:00:00,257.96,258.17,257.15,257.95,1776960,257.95
2020-01-30 15:00:00,257.92,257.96,256.37,256.46,2630600,256.46
2020-01-30 16:00:00,256.46,256.8,255.33,255.58,3830270,255.58
2020-01-30 17:00:00,255.55,257.13,255.27,256.72,3424000,256.72
2020-01-30 18:00:00,256.7,257.57,255.82,256.79,3723400,256.79
2020-01-30 19:00:00,256.75,257.63,256.53,257.31,3291640,257.31
2020-01-31 11:00:00,258.5,259.2,257.51,257.8,4689140,257.8
2020-01-31 12:00:00,257.83,258.98,257.4,257.4,4397840,257.4
2020-01-31 13:00:00,257.45,257.6,256.75,256.96,2274830,256.96
2020-01-31 14:00:00,256.97,257.5,256.33,256.52,3263490,256.52
2020-01-31 15:00:00,256.51,257.03,255.12,255.57,4190220,255.57
2020-01-31 16:00:00,255.62,256.62,255.5,255.6,3804210,255.6
2020-01-31 17:00:00,255.65,256.2,254.54,255.34,5305900,255.34
2020-01-31 18:00:00,255.34,256.2,254.25,254.58,7794430,254.58
2020-01-31 19:00:00,254.55,254.88,252.17,252.2,12080130,252.2
2020-02-03 11:00:00,251.8,253.94,251.1,252.5,8994650,252.5
2020-02-03 12:00:00,252.5,253.2,252.05,252.77,4748500,252.77
2020-02-03 13:00:00,252.78,253.45,252.05,252.81,4446520,252.81
2020-02-03 14:00:00,252.77,253.94,252.58,252.89,5347510,252.89
2020-02-03 15:00:00,252.88,253.95,252.86,253.5,3054520,253.5
2020-02-03 16:00:00,253.51,254.3,252.51,253.77,5728460,253.77
2020-02-03 17:00:00,253.77,254.5,253.09,253.69,6305900,253.69
2020-02-03 18:00:00,253.71,254.9,253.32,254.66,5344020,254.66
2020-02-03 19:00:00,254.67,254.96,253.99,253.99,8651030,253.99
2020-02-04 11:00:00,255.33,257.38,254.42,254.58,5962110,254.58
2020-02-04 12:00:00,254.58,254.93,252.9,254.06,8850330,254.06
2020-02-04 13:00:00,254.09,254.6,253.61,254.28,3899490,254.28
2020-02-04 14:00:00,254.28,254.92,254.06,254.81,3908030,254.81
2020-02-04 15:00:00,254.77,255.4,254.32,254.88,4579290,254.88
2020-02-04 16:00:00,254.87,255.75,254.1,255.73,6645220,255.73
2020-02-04 17:00:00,255.73,256.29,255.23,256.07,5335260,256.07
2020-02-04 18:00:00,256.07,256.2,255.07,255.54,4636970,255.54
2020-02-04 19:00:00,255.54,255.7,254.81,255.4,5914590,255.4
2020-02-05 11:00:00,255.89,256.08,253.75,254.42,4892980,254.42
2020-02-05 12:00:00,254.35,256.45,253.14,256.21,11846240,256.21
2020-02-05 13:00:00,256.23,257.66,255.92,256.68,8551010,256.68
2020-02-05 14:00:00,256.64,257.04,256.52,256.87,2821720,256.87
2020-02-05 15:00:00,256.88,257.59,256.11,256.33,5406980,256.33
2020-02-05 16:00:00,256.3,256.9,256.22,256.61,1940870,256.61
2020-02-05 17:00:00,256.6,257.3,256.1,256.8,4140450,256.8
2020-02-05 18:00:00,256.8,257.27,256.06,257.13,3864330,257.13
2020-02-05 19:00:00,257.13,257.28,255.12,255.2,7255180,255.2
2020-02-06 11:00:00,256.66,257.39,256.0,256.6,5350950,256.6
2020-02-06 12:00:00,256.59,258.0,255.66,255.85,7076720,255.85
2020-02-06 13:00:00,255.83,255.96,254.4,255.12,5824850,255.12
2020-02-06 14:00:00,255.04,255.06,254.03,254.15,2424780,254.15
2020-02-06 15:00:00,254.11,254.88,253.8,254.3,3584850,254.3
2020-02-06 16:00:00,254.3,254.75,253.38,254.26,3142520,254.26
2020-02-06 17:00:00,254.26,254.26,252.55,252.62,3952090,252.62
2020-02-06 18:00:00,252.62,253.19,251.9,252.58,5763480,252.58
2020-02-06 19:00:00,252.58,252.64,251.86,252.11,6198780,252.11
2020-02-07 11:00:00,253.13,253.45,251.15,252.42,6561950,252.42
2020-02-07 12:00:00,252.48,253.15,250.6,250.61,5331330,250.61
2020-02-07 13:00:00,250.62,251.18,249.11,250.37,6929960,250.37
2020-02-07 14:00:00,250.35,250.67,248.73,249.33,4456240,249.33
2020-02-07 15:00:00,249.35,250.99,249.31,250.69,3373080,250.69
2020-02-07 16:00:00,250.69,252.09,250.61,251.54,4191220,251.54
2020-02-07 17:00:00,251.56,252.5,251.22,252.03,3732410,252.03
2020-02-07 18:00:00,252.14,253.73,252.02,252.45,7235410,252.45
2020-02-07 19:00:00,252.45,254.3,252.31,254.3,8248240,254.3
2020-02-10 11:00:00,254.55,255.73,253.6,255.26,6013990,255.26
2020-02-10 12:00:00,255.23,255.35,253.13,253.68,4426620,253.68
2020-02-10 13:00:00,253.68,254.28,252.55,252.88,4070490,252.88
2020-02-10 14:00:00,252.92,253.89,252.7,253.23,2641350,253.23
2020-02-10 15:00:00,253.2,254.13,253.0,253.42,3134730,253.42
2020-02-10 16:00:00,253.46,254.46,253.02,253.91,2507000,253.91
2020-02-10 17:00:00,253.91,254.18,252.32,252.48,3387510,252.48
2020-02-10 18:00:00,252.5,253.28,252.07,252.45,4077330,252.45
2020-02-10 19:00:00,252.45,252.99,252.22,252.26,4676820,252.26
2020-02-11 11:00:00,253.78,254.95,253.0,254.44,6377340,254.44
2020-02-11 12:00:00,254.44,255.12,253.66,254.93,5859780,254.93
2020-02-11 13:00:00,254.95,255.45,254.77,255.35,3946370,255.35
2020-02-11 14:00:00,255.37,255.39,254.61,254.77,1869560,254.77
2020-02-11 15:00:00,254.79,255.02,254.51,254.82,1920820,254.82
2020-02-11 16:00:00,254.8,259.77,254.75,258.08,21385910,258.08
2020-02-11 17:00:00,258.08,259.33,256.8,257.16,15654670,257.16
2020-02-11 18:00:00,257.1,258.49,257.0,257.26,8218450,257.26
2020-02-11 19:00:00,257.24,257.68,254.0,254.5,14159460,254.5
2020-02-12 11:00:00,255.4,255.49,254.2,254.77,10269440,254.77
2020-02-12 12:00:00,254.78,254.84,252.31,254.32,8744630,254.32
2020-02-12 13:00:00,254.32,254.39,253.14,254.24,3206740,254.24
2020-02-12 14:00:00,254.28,255.49,253.81,254.81,4272020,254.81
2020-02-12 15:00:00,254.85,255.06,253.94,254.71,2592390,254.71
2020-02-12 16:00:00,254.67,254.75,253.66,254.15,2658090,254.15
2020-02-12 17:00:00,254.15,254.24,253.1,253.4,4800820,253.4
2020-02-12 18:00:00,253.39,253.98,253.12,253.98,5028470,253.98
2020-02-12 19:00:00,253.98,254.5,253.9,254.5,10874750,254.5
2020-02-13 11:00:00,253.62,254.27,252.5,253.18,4378030,253.18
2020-02-13 12:00:00,253.15,255.18,253.09,254.6,5058660,254.6
2020-02-13 13:00:00,254.58,254.8,253.61,253.61,3012290,253.61
2020-02-13 14:00:00,253.66,253.7,252.55,253.24,5419080,253.24
2020-02-13 15:00:00,253.24,253.85,252.65,253.38,3395150,253.38
2020-02-13 16:00:00,253.43,253.76,253.26,253.3,2177140,253.3
2020-02-13 17:00:00,253.36,253.63,252.61,253.36,3928250,253.36
2020-02-13 18:00:00,253.35,254.44,252.94,253.73,4059280,253.73
2020-02-13 19:00:00,253.77,253.93,253.27,253.89,5226540,253.89
2020-02-14 11:00:00,254.38,254.38,252.82,253.23,2436220,253.23
2020-02-14 12:00:00,253.23,253.62,251.45,251.88,6905920,251.88
2020-02-14 13:00:00,251.9,252.24,251.4,251.84,3416610,251.84
2020-02-14 14:00:00,251.85,253.49,251.84,253.15,3517990,253.15
2020-02-14 15:00:00,253.19,253.58,252.9,253.18,1866550,253.18
2020-02-14 16:00:00,253.18,253.7,252.67,253.56,1591970,253.56
2020-02-14 17:00:00,253.59,253.7,252.13,252.17,2726660,252.17
2020-02-14 18:00:00,252.17,252.86,251.58,251.7,3442460,251.7
2020-02-14 19:00:00,251.73,252.08,251.65,251.75,4077760,251.75
2020-02-17 11:00:00,252.5,253.1,251.81,252.19,3156480,252.19
2020-02-17 12:00:00,252.19,252.49,250.4,250.57,6096550,250.57
2020-02-17 13:00:00,250.57,251.44,250.42,251.14,3315440,251.14
2020-02-17 14:00:00,251.13,251.34,250.13,250.64,2240200,250.64
2020-02-17 15:00:00,250.64,250.89,250.4,250.63,1320960,250.63
2020-02-17 16:00:00,250.62,251.1,250.14,251.07,2460870,251.07
2020-02-17 17:00:00,251.07,251.2,250.72,251.04,1810190,251.04
2020-02-17 18:00:00,251.01,251.75,250.8,251.06,2663200,251.06
2020-02-17 19:00:00,251.06,251.57,250.78,251.36,3306690,251.36
2020-02-18 11:00:00,250.08,250.44,247.87,248.83,6131140,248.83
2020-02-18 12:00:00,248.8,249.5,248.57,249.29,3149680,249.29
2020-02-18 13:00:00,249.24,249.33,248.22,248.5,4151550,248.5
2020-02-18 14:00:00,248.5,249.45,248.33,249.16,2255330,249.16
2020-02-18 15:00:00,249.16,249.85,249.08,249.51,2421590,249.51
2020-02-18 16:00:00,249.46,249.57,248.7,248.77,2349120,248.77
2020-02-18 17:00:00,248.79,249.03,248.33,248.68,3205200,248.68
2020-02-18 18:00:00,248.68,250.0,248.65,249.86,4059780,249.86
2020-02-18 19:00:00,249.86,249.89,247.57,249.2,8536040,249.2
2020-02-19 11:00:00,250.37,250.49,249.07,249.5,3847980,249.5
2020-02-19 12:00:00,249.5,249.82,247.95,249.1,5164020,249.1
2020-02-19 13:00:00,249.06,249.8,248.73,249.55,2878010,249.55
2020-02-19 14:00:00,249.55,249.92,249.33,249.65,1711810,249.65
2020-02-19 15:00:00,249.67,249.75,248.84,249.14,1403040,249.14
2020-02-19 16:00:00,249.18,249.75,249.0,249.18,1727610,249.18
2020-02-19 17:00:00,249.18,250.39,248.87,250.3,2395500,250.3
2020-02-19 18:00:00,250.26,250.68,249.88,250.1,3506890,250.1
2020-02-19 19:00:00,250.06,250.38,249.55,249.7,3106010,249.7
2020-02-20 11:00:00,250.07,251.65,249.71,251.65,4228620,251.65
2020-02-20 12:00:00,251.65,252.17,250.72,251.2,6924230,251.2
2020-02-20 13:00:00,251.24,251.38,250.7,251.11,1295790,251.11
2020-02-20 14:00:00,251.1,251.1,250.72,250.91,1412320,250.91
2020-02-20 15:00:00,250.93,251.5,250.75,251.21,1463770,251.21
2020-02-20 16:00:00,251.17,251.76,251.01,251.75,1653530,251.75
2020-02-20 17:00:00,251.75,251.75,250.38,251.05,2934640,251.05
2020-02-20 18:00:00,251.0,251.31,249.13,250.4,6718390,250.4
2020-02-20 19:00:00,250.4,250.59,249.8,250.15,4076590,250.15
2020-02-21 11:00:00,248.42,248.54,247.24,248.11,6089520,248.11
2020-02-21 12:00:00,248.13,249.03,247.53,248.97,3684020,248.97
2020-02-21 13:00:00,248.97,249.1,248.3,248.65,1230370,248.65
2020-02-21 14:00:00,248.61,249.49,248.55,249.08,1751830,249.08
2020-02-21 15:00:00,249.08,250.09,248.86,249.89,1888590,249.89
2020-02-21 16:00:00,249.89,250.88,249.64,250.53,1959260,250.53
2020-02-21 17:00:00,250.53,250.89,250.16,250.55,1707060,250.55
2020-02-21 18:00:00,250.48,251.2,249.73,250.3,3895330,250.3
2020-02-21 19:00:00,250.36,251.49,250.12,250.8,5476860,250.8
2020-02-25 11:00:00,247.98,248.63,247.03,247.49,7892700,247.49
2020-02-25 12:00:00,247.5,248.83,246.57,247.87,6500680,247.87
2020-02-25 13:00:00,247.85,248.16,247.3,247.32,3439210,247.32
2020-02-25 14:00:00,247.32,247.48,246.68,246.87,3183070,246.87
2020-02-25 15:00:00,246.88,247.46,245.59,246.32,5800070,246.32
2020-02-25 16:00:00,246.32,247.45,246.02,247.06,1886140,247.06
2020-02-25 17:00:00,247.06,247.5,246.52,246.6,1866020,246.6
2020-02-25 18:00:00,246.57,247.15,246.22,246.8,3016650,246.8
2020-02-25 19:00:00,246.8,247.08,245.17,245.19,6920530,245.19
2020-02-26 11:00:00,244.75,245.5,243.55,245.31,11068240,245.31
2020-02-26 12:00:00,245.31,246.93,244.7,245.31,10109330,245.31
2020-02-26 13:00:00,245.32,245.35,243.22,243.7,9110080,243.7
2020-02-26 14:00:00,243.74,246.39,243.61,246.25,5148950,246.25
2020-02-26 15:00:00,246.25,247.09,245.51,246.59,4876320,246.59
2020-02-26 16:00:00,246.59,248.0,246.35,247.65,3830100,247.65
2020-02-26 17:00:00,247.66,249.94,247.64,249.33,5956040,249.33
2020-02-26 18:00:00,249.31,250.52,248.29,249.91,7404920,249.91
2020-02-26 19:00:00,249.85,251.21,249.5,250.8,10025110,250.8
2020-02-27 11:00:00,247.5,248.94,246.19,247.79,8451060,247.79
2020-02-27 12:00:00,247.74,248.98,246.5,247.41,4794510,247.41
2020-02-27 13:00:00,247.42,247.87,246.5,246.5,3266610,246.5
2020-02-27 14:00:00,246.57,247.1,246.3,246.7,1939400,246.7
2020-02-27 15:00:00,246.79,246.99,245.75,245.85,4326190,245.85
2020-02-27 16:00:00,245.8,246.2,244.11,244.77,8688550,244.77
2020-02-27 17:00:00,244.78,245.99,244.2,245.06,6803740,245.06
2020-02-27 18:00:00,245.18,245.37,243.23,243.95,7325740,243.95
2020-02-27 19:00:00,243.9,244.47,242.0,242.88,12291870,242.88
2020-02-28 11:00:00,234.96,239.0,231.75,235.0,29733200,235.0
2020-02-28 12:00:00,234.9,237.92,234.6,234.85,15712250,234.85
2020-02-28 13:00:00,234.9,235.5,231.0,233.35,18342460,233.35
2020-02-28 14:00:00,233.34,235.73,231.53,235.46,9433950,235.46
2020-02-28 15:00:00,235.46,237.7,235.0,235.42,9378000,235.42
2020-02-28 16:00:00,235.43,237.43,234.52,237.36,7251420,237.36
2020-02-28 17:00:00,237.37,237.9,234.83,235.09,7048110,235.09
2020-02-28 18:00:00,235.04,235.65,232.38,233.14,11449360,233.14
2020-02-28 19:00:00,233.18,234.11,232.21,233.36,14838860,233.36
2020-03-02 11:00:00,238.55,238.91,236.5,238.4,10811790,238.4
2020-03-02 12:00:00,238.25,241.0,238.17,238.4,11321730,238.4
2020-03-02 13:00:00,238.37,238.5,236.62,237.88,6684250,237.88
2020-03-02 14:00:00,237.81,237.89,235.97,235.97,4513900,235.97
2020-03-02 15:00:00,236.0,236.3,231.27,231.47,8948010,231.47
2020-03-02 16:00:00,231.4,231.75,218.86,228.72,28977910,228.72
2020-03-02 17:00:00,228.72,229.3,226.22,229.3,6900690,229.3
2020-03-02 18:00:00,229.25,231.98,227.69,227.91,10569890,227.91
2020-03-02 19:00:00,227.78,230.33,226.71,228.17,12960380,228.17
2020-03-03 11:00:00,233.0,234.89,232.28,233.65,11964440,233.65
2020-03-03 12:00:00,233.66,236.2,233.51,234.66,13020400,234.66
2020-03-03 13:00:00,234.65,235.18,232.8,235.03,4489350,235.03
2020-03-03 14:00:00,235.03,235.09,233.61,234.14,2352650,234.14
2020-03-03 15:00:00,234.12,234.9,233.62,234.62,3587630,234.62
2020-03-03 16:00:00,234.7,239.0,234.64,235.87,13225460,235.87
2020-03-03 17:00:00,235.93,237.5,234.66,235.96,5548460,235.96
2020-03-03 18:00:00,235.9,236.5,233.01,233.89,8418230,233.89
2020-03-03 19:00:00,233.82,238.38,233.82,236.63,20884480,236.63
2020-03-04 11:00:00,234.13,234.37,232.62,234.0,9323230,234.0
2020-03-04 12:00:00,234.0,234.91,233.4,234.7,9031470,234.7
2020-03-04 13:00:00,234.7,236.18,233.63,235.8,6920250,235.8
2020-03-04 14:00:00,235.81,236.0,234.86,234.88,3649580,234.88
2020-03-04 15:00:00,234.93,235.5,234.25,234.9,3501950,234.9
2020-03-04 16:00:00,234.89,236.7,234.28,236.2,3730090,236.2
2020-03-04 17:00:00,236.2,236.32,234.5,235.02,5735250,235.02
2020-03-04 18:00:00,235.02,235.69,234.36,234.75,4549710,234.75
